"","X","Y","DDEG0","SLOPE","MIND","SOLRAD","TPI"
"582",577861.3,127677.7,12454,47.1,539,8279202,33
"583",577374,127611,13136,46.2,503,8475694,59
"584",577798.1,127536.7,14352,44.73,441,8289014,-78
"585",577392.7,127634.3,12932,44.33,540,8267049,96
"586",578063.4,127605.7,12353,45.16,495,6947747,98
"587",578985.3,124216,11570,14.27,684,4569307,-185
"588",578728.3,124055.2,10992,4.03,612,5731070,32
"589",578614.6,123558.7,10385,21.16,656,5500182,-152
"590",579043.7,123564.4,9670,26.07,823,4481523,30
"591",578505.7,123280.5,9617,14.25,788,4747314,-157
"592",578934.8,124240.5,11570,10.26,663,5342370,-85
"593",578770,123460.6,10046,12.02,717,5127172,-162
"594",579168.8,123873.3,10385,12.85,722,4654589,-170
"595",578471.7,123242.4,9433,17.63,862,4491750,-144
"596",579483.8,124505.5,11433,19.98,708,4262177,-159
"597",578929.5,123692.1,10322,7.71,661,5407028,-110
"598",578943.4,123708,10358,7.43,681,5253328,-75
"599",578823.6,123767.3,10358,7.97,629,5497125,22
"600",579126.8,123814.8,10290,5.86,745,5071538,-136
"601",578708.3,123582.4,10358,8.46,719,5281674,-123
"602",578960.9,123707.6,10322,10.83,722,5075406,-110
"603",578822.7,123633.4,10385,6.85,669,5520999,-73
"604",579011,123774.2,10505,2.79,647,5550373,-113
"605",577851.4,127738.3,11894,49.95,652,8098966,18
"606",577859.5,122982.6,7855,35.05,848,5892591,191
"607",578015.3,123007,7541,42.77,841,7187978,262
"608",578125.7,123079.8,8165,39.74,784,6494110,70
"609",579205.6,125078.1,13312,8.34,450,5907399,-62
"610",578037.6,126409,14594,1.22,353,6415873,23
"611",578004.2,125329.5,12423,15.34,527,5823651,144
"612",579206.9,125090.7,13312,8.34,450,5907399,-62
"613",578626.6,127191.4,14564,29.77,361,8038564,-172
"614",574267,145242,27310,4.85,-139,6591553,-77
"615",574875,145400,27567,2.96,-147,6589137,-86
"616",576247.8,146647.9,27270,3.53,-90,6551206,-90
"617",575126.3,146214.1,27720,5.12,-156,6799936,-111
"618",558686,150495,28711,6.99,-9,6635505,42
"619",570650,145879,27973,26,112,4051834,-147
"620",572576,145799,28412,3.28,-197,5762709,-131
"621",583827,148921,25448,26.82,318,4726839,-138
"622",559682,150847,27372,13.93,182,5286962,-24
"623",561167,150231,26276,30.28,255,5124437,-21
"624",558221.8,151780,28761,5.37,-63,7054899,5
"625",556686,150643,26965,15.82,19,7583816,101
"626",569928.4,146296.5,28777,10.79,-96,5286650,-140
"627",570001.6,133874.5,28283,15.22,-205,6474849,-128
"628",562926.6,133269.6,28674,19.88,-333,7688551,36
"629",575375.2,146699.9,26630,10.77,-115,7372205,-108
"630",580123.9,147775.7,26379,7.33,-68,6958568,-129
"631",559406,146677,26669,20.53,40,7970593,64
"632",568463,126715,28179,22.53,-240,7848901,9
"633",571942.6,146126.3,28351,6.54,-202,6308840,-127
"634",569199,121372,30840,23.9,-243,6266250,-70
"635",574873,144698,26763,12.64,-44,6067501,-104
"636",560411,145333,26965,21.63,322,4832740,32
"637",570169,146010,28273,33.08,348,3086966,-141
"638",580304.8,147078.7,25574,26.87,398,4121705,-131
"639",569795,133252,29850,4.57,411,4928235,-258
"640",570196,133321.4,27314,34.88,140,4103771,-73
"641",570227,145645.5,26367,30.16,252,3389089,-166
"642",570267.8,134005.8,27827,14.59,-229,7002614,-81
"643",569380.1,133056.7,28902,28.13,-203,6394372,-127
"644",571280.1,145674.6,27312,26.15,-111,6141170,-124
"645",578843.4,146951,25802,15.74,-33,7476976,-58
"646",568568.2,132126.2,27252,31.78,-189,7359347,-20
"647",578147,147106,25984,13.4,-76,7447182,-63
"648",567443,128795,29125,31.3,-243,7732642,-119
"649",559038,146684,27352,27.96,178,6580964,75
"650",570749.6,146998.7,25700,31.98,-173,7426840,-7
"651",571199.4,133859.4,27827,27.4,105,4652455,-157
"652",573297,122712,26794,6.05,-147,5822509,-161
"653",568421.6,142839.2,25229,2.52,85,5573774,-187
"654",578231.9,145586.8,23493,9.84,159,5641179,-44
"655",578798,132072,24482,2.53,144,5860968,-127
"656",560161,149271,22812,6.64,328,6607000,70
"657",572682,125042,25977,17.38,-2,5412685,-117
"658",572983,133784,25566,19.81,130,4710442,-121
"659",561319,149776,24088,8.88,237,6004263,-23
"660",576651.2,141850.9,24683,16.63,169,5212357,-131
"661",568125.1,143349.9,25320,1.1,137,5505634,-165
"662",574025.1,144176.6,24338,21.9,19,5533210,-57
"663",559727,148105,22231,15.84,370,6698776,124
"664",578077,132564,24446,14.97,136,5495341,-93
"665",576116.2,134222,23597,17.16,-6,7712445,-103
"666",570883.7,134940.3,24446,20.35,-102,7655306,-24
"667",580876.9,148496.6,24936,12.93,-36,7344834,-27
"668",580549,148399.8,25123,6.96,-28,7238405,-51
"669",569848,128505,22333,20.91,-69,8027732,-56
"670",573345,146625.1,24653,21.15,-134,7453450,-57
"671",572997,122670,26990,11.65,-241,6424088,-144
"672",579233.8,146350.4,24876,24.06,253,4881169,-80
"673",561307,146819,24660,25.09,139,7754361,-71
"674",559050,148603,24373,14.48,404,5467797,76
"675",567680,143736,24027,31.19,421,3727729,-125
"676",575479,144757,24713,32.45,355,3924462,-22
"677",577175.1,141324.5,23311,33.87,401,3958361,-101
"678",568019,143052,23772,32.01,390,3621017,-124
"679",576905.09,148900,22385,28.11,55,7254117,-181
"680",561475.5,144725.5,24885,29.22,163,7344463,133
"681",569719.2,144953.4,22257,27.93,134,5473099,-177
"682",584904,150074,22779,32.82,160,7019356,-105
"683",574649.8,146625,23993,27.41,-69,8083933,2
"684",573924.6,146424.8,25411,37.01,-26,7952467,-121
"685",573300,134528,23821,27.02,-76,8208161,-55
"686",577525,148750,22109,23.55,21,8085392,-72
"687",572100,134650,25980,41.91,116,6346388,-150
"688",562009,145236,25326,24.35,129,7484512,-145
"689",570871,147205,24846,25.23,-155,6799837,3
"690",567446,138626.5,20350,7.98,98,5918152,-122
"691",573769.5,138667.8,20178,5.83,112,6475158,-76
"692",566360.4,138988.8,20501,1.96,231,6505773,-124
"693",574024.6,140198.9,21006,4.95,106,6432937,-83
"694",581075.5,153701.3,19980,2.61,224,5806110,-158
"695",583099,147049,21105,10.32,225,5504131,-55
"696",562151.1,148075.6,19637,12.55,556,5455208,42
"697",570469.3,140698.1,20895,22.89,165,5161813,1
"698",581123.8,146675.1,20894,23.63,448,4221562,-62
"699",572858.6,140980,20679,21.21,196,5089834,-77
"700",566924.1,139722.5,19789,21.92,138,7210793,-88
"701",576273.4,144700.4,19433,21.02,180,6388411,145
"702",569700.8,144348.4,20532,13.5,315,4678941,-148
"703",564749.3,136624.1,19256,14.11,229,5449098,-56
"704",573001.4,137035,21167,23.03,74,7012785,-127
"705",572297.5,126446.6,21750,14.25,-41,7365315,129
"706",572950,134925,22204,13.06,-29,7504821,17
"707",570286.3,136049.6,22355,14.87,-51,7023296,-89
"708",562625.6,146899.8,20380,22.57,401,6958426,-183
"709",570071.3,142094.2,21559,30.36,-18,7825081,-61
"710",573572.4,136995.4,20320,14,252,5553544,-131
"711",578303.6,148842.6,19800,27.56,353,5240958,47
"712",566303.8,138452.4,19455,15.47,200,5858695,-53
"713",568688,129132,20055,20.51,48,7415376,133
"714",570875,121803,20409,28.13,336,3957115,112
"715",572540.2,144902.1,21619,29.49,192,3915776,162
"716",572073,144176,19973,33.99,44,7696389,68
"717",563219,146338,20055,32.89,433,7071666,-17
"718",563896.2,147901,19464,39.83,466,5945214,-104
"719",574641,148142.9,16157,32.4,399,5457175,50
"720",569802.4,136268.6,21014,28.98,220,4813648,-98
"721",583275,149575,20214,29.82,116,8393088,54
"722",565190.7,134912.8,19659,35.97,13,8178324,-110
"723",578799.6,151400.5,19643,37.57,144,7699296,-103
"724",579785.7,145240.6,22079,27.92,193,5777330,-142
"725",576027.9,148852.9,18335,36.09,209,7425737,-166
"726",570195,140281,20864,30.81,174,5695968,-14
"727",565411,134801,19195,29.86,18,7619814,-111
"728",574339,120265,20680,19.8,272,4939786,-179
"729",581476.3,153775.8,18716,31.54,259,5918212,-118
"730",570945.2,139458.6,17245,9.33,144,6338606,30
"731",572430.5,131193.9,17277,4.62,235,6077299,-111
"732",579300,143526,18850,1.86,318,5011082,-145
"733",569751,137849.8,16961,3.84,228,6504843,27
"734",573425.2,142275.1,17663,4.4,139,6887411,101
"735",584276,152723,16567,25.68,491,4348438,-81
"736",565004,143462,17307,18.26,656,4497503,-108
"737",583994,152783,16017,21.94,445,4635015,50
"738",573600,124274.2,18346,15.78,242,5277507,139
"739",583540,146251,17869,16.95,612,4375034,-168
"740",566926.9,138078.1,18145,9.34,202,5723458,-24
"741",579525,140325,17899,21.91,514,4902224,49
"742",570972,121569,19751,18.17,127,5648627,90
"743",572492.6,137664,16961,17.86,160,7102432,32
"744",576317,139872.7,16436,13.98,243,7780741,113
"745",581297,134228,17540,11.15,279,7157155,-12
"746",571125,136374.6,19084,16.63,52,7454685,9
"747",583649.2,151723.5,16112,23.78,234,8012012,26
"748",575697,135312,16771,24.43,236,8212924,9
"749",570375.4,121675.1,18924,25.06,240,5364094,226
"750",575927.9,128449.8,19366,14.41,244,5868622,-133
"751",576497,123186,16947,24.61,173,6597266,188
"752",581156.7,152529.2,17246,33.27,469,4944197,14
"753",583550,151349,15864,24.15,481,4990416,86
"754",564950,143883,17948,9.45,560,5389335,4
"755",573652.6,132433.2,16314,8.36,209,6678207,178
"756",577761.1,138756.1,17406,27.5,583,4187255,-54
"757",563673,134679,18494,38.42,88,8455037,159
"758",579861,153041,15956,26.64,239,7273260,-117
"759",578979.2,144077.2,17808,38.78,315,6471678,-152
"760",584775.4,154399.4,16879,29.27,339,6434768,-37
"761",581077.6,151499,17129,28.09,190,8060333,124
"762",579424.7,152150.3,16422,29.51,187,8266442,9
"763",571150.1,129625,17279,25.95,119,8311912,39
"764",574725,121175.5,16979,31.68,243,6822249,102
"765",571275.3,120623,18364,29.91,313,5018328,-131
"766",578764,151606,18335,42.94,349,6997503,-65
"767",571291.3,119649.5,16550,27.94,338,5350302,-190
"768",573894,118674,17925,24.05,534,3702362,-178
"769",581379.7,137749.9,14071,4.42,481,6465777,80
"770",578753.8,125899.1,14352,5.71,354,6438233,-16
"771",583335.4,145409.1,15119,7.65,379,6595139,48
"772",580525.8,137224.8,14998,6.93,522,5800287,-164
"773",577446.5,124252,16808,3.26,238,5912951,-152
"774",577174.9,138100,13871,15.53,575,5160337,51
"775",577076.1,137874.7,13633,16.24,567,4869458,-31
"776",573075.3,130849,16064,10.43,298,5770063,-7
"777",581976.5,135748.4,13754,24.45,660,5032554,49
"778",576974.5,123426.3,16548,9.71,357,4829811,-130
"779",574207.2,130257.2,15612,17.54,272,7036913,61
"780",579550,152800,13509,22.05,327,7362630,208
"781",568181,137004,13435,25.6,373,6289559,-68
"782",578224.5,126575.1,15163,20.08,493,5458788,-43
"783",568331,137532,14475,11.34,275,6141263,74
"784",567397,135231,15132,8.22,171,6912180,-30
"785",582874,153225,14937,24.85,275,7755818,32
"786",582975.2,153650,12795,20.85,330,7887477,149
"787",576600.7,123898.4,16755,15.96,190,7091197,-133
"788",575526.4,124591.1,15438,17.48,399,5006592,79
"789",581525,145327,13417,24.66,634,4343595,-270
"790",570326,118574.8,14333,26.57,341,6331404,152
"791",573268.3,130105.2,13973,23.66,350,6446679,133
"792",582675.7,153675.5,14183,9.07,375,6244698,-84
"793",575167,137251,14024,38.4,728,2901991,138
"794",576750.7,129474.4,15581,27.23,628,4071034,98
"795",578037.2,138218.7,15089,33.11,683,3745433,0
"796",567800.8,137174,12964,28.76,458,5170324,17
"797",573339,121070,13850,49.94,516,3664039,275
"798",584078.3,155077.5,14044,40.01,341,7810202,-19
"799",571250.6,131047.4,13612,31.49,305,7504017,185
"800",580000,153749,13447,31.2,344,6977726,152
"801",565100,142293,14475,35.03,560,8309519,138
"802",577349.5,124601.4,15986,26.31,222,6831003,-145
"803",581550,141975,13417,27.53,436,7873715,56
"804",575725,123575.3,16176,40.98,298,7527801,150
"805",580599,142450,13502,33.94,444,8433216,95
"806",580949.8,137675.4,15242,28.43,617,5161681,-20
"807",570204.8,117051.6,15145,27.6,388,5325711,132
"808",579360,138513,15413,28.74,516,5903830,-227
"809",570629.3,117628.7,15534,34.06,294,6259709,-153
"810",570900.2,137500.1,11168,5.34,578,6913056,389
"811",573410.4,117778,12193,7.05,649,4046506,-117
"812",567773,136721.7,12246,6.7,333,6792548,106
"813",578921.2,137373.2,12782,38.77,525,5295899,97
"814",582112.9,145111.3,12431,8.24,523,5980197,-135
"815",577700.1,127074,17889,24.12,214,7527407,-167
"816",571297.1,118325.6,12203,27.23,653,4008258,15
"817",576125,127300,13312,24.2,621,4535046,185
"818",573152.8,117996.8,12942,19.92,617,4121569,-126
"819",578370,137739,11519,45.53,676,4607823,286
"820",578399.3,126000.6,13550,23.97,486,5744579,69
"821",578550.1,125700.3,13702,22.78,376,7119151,25
"822",566724.3,135125.3,12456,23.45,282,7536588,314
"823",577150,137549,12782,20.02,710,4319621,-120
"824",579281.6,124630.2,11403,19.3,520,5675348,77
"825",581176,136034,12508,17.85,487,7896059,95
"826",567377.1,136551.9,11140,15.48,351,7541810,241
"827",580999.9,126550.1,12932,19.18,495,6131176,-47
"828",580927.5,126009.9,13672,35.61,450,8323387,90
"829",567825.3,136499.5,12921,25.19,252,8026753,129
"830",577903.9,125558.2,13510,17.19,481,5522370,69
"831",565875,135599.2,11692,25.04,479,5881562,207
"832",572902,120547,11277,23.95,645,4837756,304
"833",570652.4,118626.4,12362,26.4,417,6830567,235
"834",567443.8,136781.1,11332,23.74,490,4571423,200
"835",581200.1,130125.2,11174,30.17,895,4154154,-97
"836",576102,121726,13413,26.59,622,3525885,-72
"837",576800,137648,12812,29.36,703,3845279,54
"838",570842,118704.9,13103,32.59,561,4549153,97
"839",578402,137444,12539,25.82,603,5512301,25
"840",573198.2,117625.4,11247,21.41,780,3909555,50
"841",567025,136049,11562,38.6,514,5121450,-54
"842",575564.1,136336.5,10562,37.21,591,8360800,231
"843",564479,142336,13025,40.31,730,8479028,254
"844",576053.4,136301.8,10131,13.24,683,5155953,318
"845",571576,119374,12666,38.68,547,5686966,108
"846",581401,144503,12801,35.58,622,5499040,84
"847",572221,117491,10086,17.77,806,4471452,-83
"848",577352,152347,8684,4.72,602,6971638,369
"849",577209,121725,10108,5.39,679,5094425,-49
"850",581101,129848,10688,5.42,728,5472381,-82
"851",580489.7,124797.4,10385,22.37,629,6778654,180
"852",572199.8,117650.9,10270,18.62,601,5900424,-139
"853",572981.6,117609.8,11018,17.55,674,4412188,-32
"854",576994,121800.4,9801,32.56,731,5121083,105
"855",577400,122951,9617,26.24,642,7411524,354
"856",583325,132624,10344,20.2,639,6505993,349
"857",577524.7,122699.5,11084,23.99,549,6495158,-222
"858",582709,132001,8537,43.76,819,6604433,275
"859",581610.1,130059.4,9127,25.81,869,6120622,-115
"860",571002.1,117025.8,10302,38.49,856,3759100,157
"861",577489,136515.8,9698,35.31,708,7918680,178
"862",577175,152225,9334,33.49,634,8421082,134
"863",575216,120633,11314,40.48,594,6904813,145
"864",581359,130491,10944,37.83,810,5876526,-241
"865",579980.7,124534,9217,51.96,1124,2723321,304
"866",578042.8,122655.1,7324,22.49,1006,4829847,108
"867",578224,123526,7855,17.09,786,5641820,304
"868",572061.3,118574.9,8348,35.6,774,5812198,338
"869",578342,123919,10295,41.1,766,3756099,315
"870",571651.4,117998.6,8613,34.11,985,3482840,183
"871",578120,123337,7993,63.69,919,4592610,190
"872",577713,122942.5,8628,29.48,722,6881339,208
"873",575393.1,119101.4,8348,35.27,911,5326754,131
"874",582940.7,129415.4,5370,6.84,1173,6465678,125
"875",582275,130200,5674,33.81,1133,7342278,176
"876",575889.5,120676.1,4500,47.14,1167,5194981,348
"877",572787.5,117489.2,10644,19.32,611,5067470,-71
"878",582384.9,130722.1,5934,30.61,1253,3338665,146
"879",582686.8,131030.8,6932,50.82,1188,4440247,-45
"880",582883.1,131371.4,6799,29.46,1212,3786478,135
"881",574168.1,117742.9,5234,41.36,1322,2654974,552
"882",574133,117732,5304,61.81,1392,2318048,673
"883",574094.1,117695,5484,74.09,1401,2380165,430
"884",575200.1,119102,8519,26.45,851,5619533,272
"885",575300,119037,8290,8.33,835,5978477,199
"886",575949.4,120677.4,4469,6.63,1144,6827046,353
"887",571813.5,118214.4,9083,36.03,761,6111430,94
"888",574764,146758,23339,26.49,-62,7970897,17
"889",572793,124557,24032,25.23,210,4467615,-9
"890",572945.7,123049.8,26017,30.26,-187,7335664,-122
"891",581351,151024.7,20214,11.76,103,7452513,-26
"892",579224,140473,17899,26.11,550,4248307,75
"893",580477,132142,16427,36.16,767,3251826,27
"894",575825,137074.4,14264,9.48,517,5277677,-77
"895",581882,132197,14906,25.64,761,3175816,-209
"896",579224.9,126601.5,14461,10.22,356,7101640,-128
"897",572299.1,120848.7,16680,28.77,413,4601373,14
"898",578352.6,125122.8,12224,5.79,502,6973294,293
"899",577523,152782,10433,21.49,554,6121379,56
"900",579985,136034.5,12040,30.59,541,7217769,117
"901",571751,119856,12404,20.66,650,4538566,174
"902",572671.6,119804.4,13207,39.6,397,7063707,13
"903",579549,136348,11843,31.71,605,7753923,-56
"904",580400,136150,10438,1.69,735,6433656,274
"905",572325,119773,10961,24.96,652,4587707,324
"906",578850.8,136647.6,10473,18.56,660,7009470,128
"907",579749.7,136350,10562,14.54,672,7882764,263
"908",578505,123758,9801,31.26,824,3653134,103
"909",571583.1,117803.5,7448,8.92,842,6836715,397
"910",571127.6,145673.8,26216,22.03,41,4430719,136
"911",582774.8,130479.7,5674,8.66,1116,6944452,102
"912",582277.9,130114.1,5964,61.05,1147,7149748,58
