"","IDENT","elev","PerSlope","aspect","Northness","Sdclass","Rockiness","VallyBotFlat","topowet","PPTann","pptColdQtr","pptWarmQtr","cvTemp","TempColdMin","TempColdMean","TempWarmMean","cvRad","annMeanRad","miAnnMean","miColdQtr","miWarmQtr","T0","T1","T2","GeolID","GeolClass","SOIL","Sandiness","Loaminess","K","Thor","Uran","THtoK","TotalC"
"114","GMNT1",370,4,275.87149,0.102297567,100,0,0.61,11.43,751,257,114,145,28,72,178,45,155,68,28,22,5060.47,7248.33,8392,3921,"Qrcp","sandy loam",1,0,-1.18,2.8,3.16,-3.31,778.42
"115","GMNT2",372,4,275.374481,0.09366489,100,0,0,11.26,752,257,115,145,28,72,178,45,155,68,28,22,5016.21,7221.07,8394.87,3921,"Qrcp","sandy loam",1,0,-0.98,4.71,2.88,-4.61,810.9
"116","GMNT3",373,3,251.407379,-0.318837246,100,0,0,9.19,752,257,115,145,28,72,178,45,155,68,28,22,3161.26,5834.35,8372.45,3921,"Qrcp","sandy loam",1,0,-0.77,6.28,3.79,-4.82,845.35
"117","GMNT4",374,4,252.223159,-0.305310429,100,0,1.6,18.01,753,257,115,145,28,72,178,45,155,68,28,22,3216.84,5889.41,8391.25,3921,"Qrcp","sandy loam",1,0,-0.48,7.46,4.29,-3.6,849.43
"118","GMNT5",376,6,290.135406,0.344239943,100,0,0.56,8.45,753,257,115,145,28,72,178,45,155,68,28,22,6344.6,7909.68,8047.63,3921,"Qrcp","sandy loam",1,0,-0.5,7.02,4.29,-3.48,843.97
"119","GMNT6",380,6,299.814239,0.497189601,100,0,0,9.08,755,258,115,145,28,72,177,45,155,68,28,22,7156.45,8150.23,7532.99,3921,"Qrcp","sandy loam",1,0,-0.48,6.58,3.6,-3.19,823.95
"120","GMNT7",381,4,273.066925,0.053502381,100,0,0,11.34,756,258,115,145,28,72,177,45,155,68.56,28,22,4805.37,7086.64,8398.81,3921,"Qrcp","sandy loam",1,0,-0.58,4.61,3.02,-2.69,790.17
"121","GMNT8",383,4,266.53421,-0.060452565,100,0,0,10.97,756,258,115,145,28,72,177,45,155,69,28,22,4263.51,6728.25,8453.1,3921,"Qrcp","sandy loam",1,0,-0.55,3.52,2.84,-1.95,799.9
"122","GMNT9",385,5,268.838806,-0.020265271,100,0,0,10.48,757,258,116,145,28,71,177,45,155,69,28,22,4427.48,6838.62,8413.33,3921,"Qrcp","sandy loam",1,0,-0.53,1.58,3.15,-0.84,781.16
"123","GMNT10",387,5,271.476318,0.025763759,100,0,0,10.22,757,258,116,145,28,71,177,45,155,69,28,22,4655.32,6987,8394.41,3921,"Qrcp","sandy loam",1,0,-0.37,0.76,3.84,-0.28,776.06
"124","GMT11",388,5,260.284332,-0.168758922,100,0,0,9.92,758,259,116,145,28,71,177,45,155,69,28,22,3798.15,6399.23,8490.7,2688,"Ssr","sandy loam",1,0,-0.37,0.76,3.84,-0.28,776.06
"125","GMNT12",389,5,239.464965,-0.508065134,100,0,0,9.15,758,259,116,145,28,71,177,45,155,69,28,22,2355.52,4949.92,7911.74,2688,"Ssr","sandy clay loam",0,0,0.23,2.17,3.76,0.51,804.58
"126","GMNT13",390,2,204.285064,-0.91151052,100,0,0,10.05,759,259,116,145,28,71,177,45,155,69,28,22,1415.34,2513.61,5504.01,2688,"Ssr","sandy clay loam",0,0,0.54,4.44,3.6,2.4,804.29
"127","GMNT14",390,6,312.890319,0.680597085,100,0,0,8.09,759,259,116,145,28,71,177,45,155,69,28,22,8183.12,8233.53,6537.06,2688,"Ssr","silty clay loam",0,1,0.59,6.46,3.46,3.78,805.24
"128","GMNT15",401,38,305.582519,0.581874865,100,0,0,8.63,764,260,117,145,27,71,176,45,155,69,27.57,22.97,7619.39,8224.95,7137.89,2688,"Ssr","silty clay loam",0,1,0.54,7.17,3.18,3.85,799.25
"129","GMNT16",365,7,288.588378,0.318767055,100,0,0.56,12.21,748,256,114,145,29,73,178,45,155,68,29,22,6210.64,7850.57,8109.27,3921,"Qrcp","silty clay loam",0,1,-0.88,2.44,4.77,-2.15,760.87
"130","GMNT17",363,6,292.411956,0.381263295,100,0,0.57,9.91,748,255,114,145,29,73,178,45,156,68,29,21.01,6533.1,7985.85,7945.87,3921,"Qrcp","silty clay loam",0,1,-0.81,0.9,5.94,-0.73,746.06
"131","GMNT18",361,2,247.132247,-0.38860543,100,0,1.88,10.28,747,255,114,145,29,73,178,45,156,68,29,21,2859.03,5542.16,8243.96,2688,"Ssr","silty clay loam",0,1,-0.81,0.9,5.94,-0.73,746.06
"132","GMNT19",361,2,247.132247,-0.38860543,100,0,1.88,10.28,747,255,114,145,29,73,178,45,156,68,29,21,2859.03,5542.16,8243.96,2688,"Ssr","sandy clay loam",0,0,-0.81,0.9,5.94,-0.73,746.06
"133","GMNT20",361,7,182.32312,-0.99917812,100,0,1.86,11.32,748,256,114,145,29,73,178,45,155,68,29,21,1328.66,1691.02,4462.2,2688,"Ssr","sandy clay loam",0,0,-0.34,-3.3,6.56,1.12,753.91
"134","GMNT21",366,10,154.284408,-0.900958976,100,0,0.54,10.91,751,257,114,145,28,72,178,45,155,68,28.3,22,1413.24,2589.47,5604.04,2688,"Ssr","sandy loam",1,0,-0.34,-3.3,6.56,1.12,753.91
"135","GMNT22",366,10,154.284408,-0.900958976,100,0,0.54,10.91,751,257,114,145,28,72,178,45,155,68,28.3,22,1413.24,2589.47,5604.04,2688,"Ssr","sandy loam",1,0,-0.34,-3.3,6.56,1.12,753.91
"136","GRUB1",285,3,26.488758,0.895021893,100,0,2.8,9.58,785,286,110,149,30,77,186,46,156,67,30,19,9972.7,8295.06,4923.08,2688,"Ssr","silty clay loam",0,1,-0.12,3.21,4.6,-0.38,842.19
"137","GRUB2",286,3,17.251279,0.955013325,100,0,2.87,11.78,785,286,110,149,30,77,186,46,156,67,30,19.91,10543.73,8207.58,4267.26,2688,"Ssr","silty clay loam",0,1,-0.31,5.12,3.39,-1.57,842.16
"138","GRUB3",288,4,358.470611,0.999643766,100,0,2.79,11.62,785,286,110,149,30,77,186,46,156,67,30,20,10882.33,8007.6,3621.27,2688,"Ssr","silty clay loam",0,1,-0.31,5.12,3.39,-1.57,842.16
"139","GRUB4",288,4,358.470611,0.999643766,100,0,2.79,11.62,785,286,110,149,30,77,186,46,156,67,30,20,10882.33,8007.6,3621.27,2688,"Ssr","silty clay loam",0,1,-0.31,5.12,3.39,-1.57,842.16
"140","GRUB5",288,4,358.470611,0.999643766,100,0,2.79,11.62,785,286,110,149,30,77,186,46,156,67,30,20,10882.33,8007.6,3621.27,2688,"Ssr","sandy clay loam",0,0,-0.31,5.12,3.39,-1.57,842.16
"141","GGOR1",228,8,76.200698,0.238521627,10,90,0,14.05,630,223,94,157,28,78,192,44,161,60.9,28,15,2140.86,1565.96,4756.23,2688,"Ssr","loamy sand",1,0,-0.09,1.28,3.18,-0.11,675.13
"142","GGOR2",229,34,1.59347,0.999613291,10,85,0,6.95,620,219,93,157,28,79,193,44,161,60.82,28,15,5148.32,3667.4,1660.92,2688,"Ssr","loamy sand",1,0,-0.05,1.25,3.11,-0.06,675.36
"143","GGOR3",223,19,98.499992,-0.147809273,20,80,0,8.51,610,215,92,157,29,79,194,44,161,60,28.94,15,1079.62,1048.94,3722.37,2688,"Ssr","loamy sand",1,0,-0.06,1.17,3.03,-0.07,670.06
"144","GGOR4",218,7,54.149986,0.585665437,15,75,1.95,10.44,602,212,91,157,29,80,194,44,162,59.23,29,15,1903.48,2564.73,4429.79,2688,"Ssr","loamy sand",1,0,-0.06,1.15,2.92,-0.07,663.2
"145","GGOR5",214,8,355.449951,0.996848418,20,65,0.87,9.66,598,210,91,157,29,80,194,44,162,59,29,14.43,6808.33,5569.14,2595,2688,"Ssr","loamy sand",1,0,-0.04,1.47,2.91,-0.06,650.86
"146","GGOR6",210,9,345.354919,0.96751054,20,80,0,8.59,596,209,90,157,29,80,195,44,162,59,29,14,7234.22,6115.8,3196.98,2688,"Ssr","loamy sand",1,0,0.03,2.2,2.98,0.07,651.05
"147","GGOR7",210,9,345.354919,0.96751054,100,0,0,8.59,596,209,90,157,29,80,195,44,162,59,29,14,7234.22,6115.8,3196.98,2688,"Ssr","loamy sand",1,0,0.03,2.2,2.98,0.07,651.05
"148","GROC1",299,44,29.499303,0.870361686,25,90,0,8.24,745,271,106,155,27,74,187,45,158,65.42,27,18,2015.51,1115.68,589.98,2688,"Ssr","loamy sand",1,0,0.31,-0.84,-1.94,-0.26,408.6
"149","GROC2",291,45,14.72691,0.967148464,15,80,0,8.69,743,270,105,155,27,75,187,45,158,65,27.47,18,3285.47,2064.41,955.36,2688,"Ssr","sandy loam",1,0,0.22,-0.51,-1.75,-0.11,417.46
"150","GROC3",279,24,42.515838,0.737090558,5,90,0,7.35,731,266,104,155,28,76,189,45,158,65,27.84,17.72,1709.08,978.6,1507.82,2688,"Ssr","sandy loam",1,0,0.22,-0.51,-1.75,-0.11,417.46
"151","GROC4",272,19,38.916961,0.778057221,5,95,0,7.57,726,265,103,155,28,76,189,45,158,65,28,17.65,1248.52,680.66,575.49,2688,"Ssr","sandy loam",1,0,0.18,-0.04,-0.7,-0.01,446
"152","GROC5",270,13,52.292346,0.611632732,15,80,0,10.64,719,262,102,155,28,77,190,45,158,64.66,28,17,558.48,353.65,210.07,2688,"Ssr","loamy sand",1,0,0.11,0.04,-0.22,0,442.25
"153","GENH1",270,13,52.292346,0.611632732,100,0,0,10.64,719,262,102,155,28,77,190,45,158,64.66,28,17,558.48,353.65,210.07,2688,"Ssr","loamy sand",1,0,0.11,0.04,-0.22,0,442.25
"154","GENH2",267,7,257.172637,-0.222014179,100,0,0,8.51,770,280,108,148,31,78,186,46,156,66,31,19,3574.9,6216.59,8471.68,3417,"Qrcp","loamy sand",1,0,0.08,4.25,2.75,0.32,783.59
"155","GENH3",265,7,258.012603,-0.207696529,100,0,0.57,9.93,769,279,107,148,31,78,186,46,156,66,31,19,3636.22,6267.69,8479.23,3417,"Qrcp","loamy sand",1,0,0.3,2.17,3.6,0.64,772.33
"156","GENH4",262,5,254.425933,-0.26848385,100,0,0.58,9.74,767,279,107,148,31,78,186,46,156,66,31,19,3369.3,6040.57,8434.79,3417,"Qrcp","loamy sand",1,0,-0.17,1.21,4.11,-0.2,799.93
"157","GENH5",262,5,254.425933,-0.26848385,100,0,0.58,9.74,767,279,107,148,31,78,186,46,156,66,31,19,3369.3,6040.57,8434.79,3417,"Qrcp","loamy sand",1,0,-0.17,1.21,4.11,-0.2,799.93
"158","GENH6",258,6,244.503326,-0.430458701,100,0,0,8.75,764,277,107,148,31,79,187,46,156,66,31,18,2686.68,5345.61,8139.76,3417,"Qrcp","loamy sand",1,0,-0.71,2.1,3.73,-1.49,779.24
"159","GENH7",252,6,244.729721,-0.426888832,100,0,0,9.84,760,276,106,148,31,79,187,45,156,66,31,18,2701.2,5362.92,8149.3,3417,"Qrcp","loamy sand",1,0,-1.83,-1.48,4.64,2.71,850.48
"160","GENH8",249,6,225.106887,-0.705786423,100,0,0,8.75,756,274,106,148,31,79,187,45,156,66,31.31,18,1585.69,3755.18,6933.83,3417,"Qrcp","loamy sand",1,0,-1.38,-5.18,6.56,7.15,852.04
"161","GENH9",243,8,203.872711,-0.914446814,100,0,0,10.66,752,273,105,148,32,80,187,45,156,66,32,18,1415.11,2490.18,5471.12,3417,"Qrcp","loamy sand",1,0,-1.04,-4.41,6.77,4.59,812.64
"162","GENH10",239,4,204.392074,-0.910740799,100,0,1.78,13.34,749,272,105,148,32,80,188,45,157,66,32,18,1414.89,2518.73,5510.35,3417,"Qrcp","loamy sand",1,0,-0.54,-0.4,5.09,0.22,701.08
"163","GENH11",238,3,208.827178,-0.876078064,100,0,1.83,13.52,748,271,105,148,32,80,188,45,157,66,32,18,1407.11,2760.52,5834.39,3417,"Qrcp","loamy sand",1,0,-0.62,0.85,3.93,-0.52,677.34
"164","GENH12",236,3,258.117584,-0.205903873,100,0,2.43,11.92,747,271,105,148,32,80,188,45,157,66,32,18,3644.37,6274.99,8481.51,3417,"Qrcp","loamy sand",1,0,-0.47,0.63,2.44,-0.3,683.29
"165","GLEN1",217,0,232.232772,-0.612455001,100,0,5.99,16.75,718,257,103,147,33,81,188,45,157,65,33,17,1940.75,4369.75,7496.79,3292,"Qa","loamy sand",1,0,-0.28,4.81,5.15,-1.33,932.13
"166","GLEN2",217,0,238.274826,-0.525845421,100,0,5.99,13.49,718,257,103,147,33,81,188,45,157,65,33,17,2292.22,4868.5,7866.69,3292,"Qa","loamy sand",1,0,-0.36,4.08,3.88,-1.46,896.14
"167","GLEN3",217,0,246.249069,-0.402761563,100,0,5.99,14.73,719,258,103,147,33,81,188,45,157,65,33,17,2802.24,5486.84,8226.16,3292,"Qa","loamy sand",1,0,-0.62,2.17,3.22,-1.34,896.31
"168","GLEN4",217,1,250.472763,-0.33425493,100,0,5.98,14.35,719,258,103,147,33,81,188,45,157,65,33,17,3100.64,5780.66,8360.41,3292,"Qa","loamy sand",1,0,-1.25,5.76,1.36,-7.2,884.36
"169","GLEN5",218,1,249.383621,-0.352109223,100,0,5.98,14.09,720,258,103,147,32,81,188,45,157,65,32,17,3023.72,5706.39,8327.77,3292,"Qa","loamy sand",1,0,-1.15,8.23,0.72,-9.43,893.75
"170","GLEN6",218,1,249.383621,-0.352109223,100,0,5.98,14.09,720,258,103,147,32,81,188,45,157,65,32,17,3023.72,5706.39,8327.77,3292,"Qa","loamy sand",1,0,-1.15,8.23,0.72,-9.43,893.75
"171","GHUM1",336,35,40.359596,0.761995161,10,80,0,6.35,763,265,112,145,29,74,180,45,155,68,29,20.66,8766.13,8275.96,6028.68,4060,"Dg401","sandy loam",1,0,1.13,17.86,7.32,20.11,1567.2
"172","GHUM2",316,31,356.028594,0.997598739,5,95,0,9.63,757,263,111,145,29,75,180,45,156,67,29.3,20,10881.86,8038.46,3679.1,4060,"Dg401","sandy loam",1,0,0.91,15.6,7.2,14.13,1536.85
"173","GHUM3",316,31,356.028594,0.997598739,10,80,0,9.63,757,263,111,145,29,75,180,45,156,67,29.3,20,10881.86,8038.46,3679.1,4060,"Dg401","sandy loam",1,0,0.91,15.6,7.2,14.13,1536.85
"174","GHUM4",299,27,346.911315,0.974020708,10,80,0,7.43,746,260,110,145,30,76,181,45,156,67,30,20,10710.72,8156.54,4028.46,4060,"Dg401","sandy loam",1,0,1.05,11.55,7.36,12.08,1417.63
"175","GHUM5",294,28,345.626831,0.968699514,15,70,0,9.65,743,258,109,145,30,76,182,45,156,67,30,19.95,10664.66,8173.84,4094.4,4060,"Dg401","sandy loam",1,0,1.1,11.9,7.46,13.15,1408.26
"176","GHUM6",294,28,345.626831,0.968699514,70,40,0,9.65,743,258,109,145,30,76,182,45,156,67,30,19.95,10664.66,8173.84,4094.4,4060,"Dg401","sandy loam",1,0,1.1,11.9,7.46,13.15,1408.26
"177","GHUM7",294,28,345.626831,0.968699514,25,20,0,9.65,743,258,109,145,30,76,182,45,156,67,30,19.95,10664.66,8173.84,4094.4,4060,"Dg401","sandy clay",0,0,1.1,11.9,7.46,13.15,1408.26
"178","GHUM8",274,27,333.704589,0.896521914,20,40,0,7.71,724,252,107,145,31,78,183,45,156,66,31,19,9985.54,8291.43,4901.73,4060,"Dg401","sandy clay",0,0,1.12,8.7,7.23,9.73,1276.93
"179","GHUM9",264,18,325.666809,0.82577171,70,10,0,9.88,718,250,106,145,32,78,184,45,156,66,31.97,19,9306.32,8305.45,5573.73,4060,"Dg401","sandy clay",0,0,1.11,6.27,7.48,6.93,1233.98
"180","GHUM10",255,14,321.391632,0.781429347,25,0,0,9.53,712,247,105,145,32,79,184,45,157,65,32,18,8925,8293.48,5901.38,4060,"Dg401","sandy loam",1,0,0.94,4.89,6.42,4.6,1036.13
"181","GHUM11",246,7,322.879241,0.797365326,100,20,0.71,10.69,706,245,105,144,32,79,185,45,157,65,32,18,9052.52,8302.55,5791.7,4060,"Dg401","sandy loam",1,0,0.94,5.32,4.94,4.98,1006.84
"182","GHUM12",246,7,322.879241,0.797365326,100,0,0.71,10.69,706,245,105,144,32,79,185,45,157,65,32,18,9052.52,8302.55,5791.7,4060,"Dg401","sandy loam",1,0,0.94,5.32,4.94,4.98,1006.84
"183","GHUM13",242,2,313.231201,0.684943972,100,30,2.94,13.01,705,245,104,144,32,79,185,45,157,65,32,18,8213.14,8237.03,6512.06,3292,"Qa","sandy loam",1,0,0.27,6.44,3.47,1.72,980.44
"184","GLSB1",236,3,213.235137,-0.83642836,100,0,2.63,10.93,746,271,105,148,32,80,188,45,157,65,32,18,1366.39,2841.45,5848.24,3417,"Qrcp","loamy sand",1,0,-0.13,0.92,0.7,-0.12,812.15
"185","GLSB2",238,2,219.177108,-0.775196948,100,0,2.78,11.23,748,272,105,148,32,80,188,45,157,65,32,18,1419.21,3166.22,6179.16,3417,"Qrcp","sandy clay loam",0,0,0.04,0.64,-0.84,0.03,762.23
"186","GLSB3",237,3,228.520584,-0.662350937,100,0,1.52,10.09,747,271,105,148,32,80,188,45,157,65,32,18,1693.49,3767.8,6683.03,3417,"Qrcp","sandy clay loam",0,0,0.28,1.64,1.89,0.45,943.52
"187","GLSB4",236,3,227.681747,-0.673248107,100,0,1.56,10.81,746,271,105,148,32,80,188,45,157,65,32,18,1649.89,3702.65,6627.97,3417,"Qrcp","sandy clay loam",0,0,0.24,1.85,2.29,0.44,926.7
"188","GLSB5",236,2,235.59967,-0.564971756,100,0,2.44,11.94,747,271,105,148,32,80,188,45,157,65,32,18,2073.85,4324.84,7090.72,3417,"Qrcp","sandy clay loam",0,0,-0.3,2.25,2.97,-0.67,875.98
"189","GGCR1",244,5,242.555999,-0.460881458,100,0,0,8.91,709,247,105,145,32,80,185,45,157,65,32,18,2560.34,5193.77,8059.14,4021,"Dg399","sandy clay",0,0,1.31,7.62,4.73,9.99,969.15
"190","GGCR2",247,5,248.813018,-0.36141273,100,0,0.6,10.24,710,248,105,145,32,79,185,45,157,65,32,18,2979.4,5659.97,8298.63,4021,"Dg399","sandy clay loam",0,0,0.95,7.92,4.7,7.51,991.62
"191","GGCR3",250,5,250.186004,-0.338967745,100,0,0,9.58,713,249,105,145,32,79,185,45,157,65,32,18,3076.3,5753.48,8339.43,4021,"Dg399","sandy clay loam",0,0,0.3,8.09,4.89,2.45,1065.59
"192","GGCR4",256,15,276.471343,0.112706256,100,0,0,8.45,715,250,105,145,32,79,185,45,157,65,32,18,5112.78,7281.68,8386.29,4021,"Dg399","loamy sand",1,0,0.07,7.82,5.12,0.53,1069.14
"193","GGCR5",252,13,279.005584,0.156530724,100,0,0,8.75,715,250,105,145,32,79,185,45,157,65,32,18,5348.04,7427.91,8359.07,4021,"Dg399","loamy sand",1,0,-0.2,7.54,5.53,-1.5,1142.32
"194","GGCR6",255,16,271.566894,0.027344051,100,0,0,9.26,715,250,105,145,32,79,185,45,157,65,32,18,4663.48,6992.02,8393.58,4021,"Dg399","loamy sand",1,0,-0.69,6.51,6.12,-4.46,1203.61
"195","GGCR7",248,5,262.552398,-0.129619444,100,0,0.83,10.09,713,249,105,145,32,79,185,45,157,65,32,18,3963.68,6520.32,8488.53,4021,"Dg399","sandy clay loam",0,0,-0.77,8.29,6.61,-6.39,1263.39
"196","GGCR8",250,7,270.015563,0.000271626,100,0,0,10.92,714,249,105,145,32,79,185,45,157,65,32,18,4514.35,6890.75,8387.76,4021,"Dg399","sandy clay loam",0,0,-0.41,10.68,6.9,-4.35,1286.03
"197","GLBD1",283,6,122.612144,-0.538949333,100,0,1.44,10.87,772,279,109,149,30,77,186,46,156,67,30.02,19,2236.5,4787.57,7797.04,3604,"water","sandy clay loam",0,0,-2.27,1.1,2.48,-2.5,633.75
"198","GLBD2",288,9,125.612655,-0.582302547,100,0,0.5,8.35,775,280,109,149,30,77,185,46,156,67,30,19.51,2053.43,4541.93,7618.2,2688,"Ssr","silt loam",0,1,-1.59,2.47,2.51,-3.92,592.46
"199","GLBD3",290,12,124.689071,-0.569122692,100,0,0,8.29,776,281,110,149,30,77,185,46,156,67,30,20,2110.3,4618.69,7675.16,2688,"Ssr","silt loam",0,1,-1.63,3.22,2.28,-5.25,611.23
"200","GLBD4",300,19,118.39328,-0.475521035,100,0,0,10.85,782,282,111,149,30,76,184,46,156,67,29.61,20,2494.52,5116.74,8011.86,2688,"Ssr","silt loam",0,1,-0.99,6.8,1.83,-6.76,632.68
"201","GLBD5",318,25,105.888908,-0.273773028,100,0,0,8.24,786,283,112,149,29,75,183,46,156,68,29,20,3347.92,6018.69,8428.86,2688,"Ssr","silt loam",0,1,-0.44,10.25,1.46,-4.46,678.36
"202","GLBD6",356,27,83.818153,0.107684374,100,0,0,7.25,795,284,114,149,28,73,181,46,155,68.4,28,21,5090.43,7263.88,8391.31,2688,"Ssr","sandy clay",0,0,-0.31,11.91,1.39,-3.74,725.18
"203","GLBD7",350,33,83.506233,0.113095126,100,10,0,10.78,801,285,115,149,27,72,180,46,155,69,27.02,21.98,5118.33,7282.8,8388.88,2688,"Ssr","sandy clay",0,0,-0.36,9.09,2.82,-3.32,726.95
"204","GTHA1",923,45,6.544682,0.993483272,20,95,0,6.89,1157,404,166,147,9,40,146,47,147,82,8.87,48,514.27,1352.7,534.23,3606,"Ssr","loamy sand",1,0,-0.12,0.88,1.66,-0.11,713.07
"205","GROS1",241,3,231.26976,-0.625654471,100,0,0,10.53,732,266,103,149,31,79,188,45,157,65,31,17,1887.33,4274.74,7411.95,3292,"Qa","loamy sand",1,0,0.03,3.02,2.85,0.09,642.04
"206","GROS2",238,3,242.859954,-0.456166996,100,0,1.62,9.39,730,265,103,149,31,80,188,45,157,65,31,17,2580.57,5218.53,8073.31,3292,"Qa","loamy sand",1,0,0.13,0.74,2.91,0.1,627.24
"207","GROS3",238,4,190.078033,-0.984570343,100,0,1.89,11.9,729,264,103,149,31,80,188,45,157,65,31,17,1382.58,1889.59,4705.31,3292,"Qa","loamy sand",1,0,0.03,-0.02,3.09,0,631.55
"208","GROS4",237,4,189.362915,-0.986677669,100,0,1.76,10.38,729,264,103,149,31,80,188,45,157,65,31,17,1378.64,1867.71,4677.65,3292,"Qa","loamy sand",1,0,-0.08,-0.26,3.39,0.02,648.76
"209","GROS5",236,4,196.482025,-0.95890879,100,0,1.44,10.41,727,264,102,149,31,80,188,45,157,65,31,17,1407.88,2127.74,5011.85,3292,"Qa","loamy sand",1,0,-0.11,-0.55,3.44,0.06,626.69
"210","GFYA1",362,9,77.735527,0.212424515,100,0,0,16.11,777,272,114,148,28,72,180,45,155,68,28,21.75,5647.52,7594.65,8300.96,2688,"Ssr","sandy clay loam",0,0,0.16,6.72,3.56,1.06,800.83
"211","GFYA2",367,10,63.182846,0.451144755,100,0,0,12.21,780,273,115,148,28,72,179,45,155,68.58,28,22,6915.61,8096.94,7712.32,2688,"Ssr","sandy clay loam",0,0,0,9.24,3.98,-0.01,799.09
"212","GFYA3",373,11,68.13256,0.372460452,100,5,0,11.98,783,274,115,148,28,72,179,45,155,69,28,22,6492.45,7968.25,7967.73,2688,"Ssr","sandy clay loam",0,0,0.02,8.58,4.29,0.18,866.11
"213","GFYA4",378,12,83.778923,0.10836506,100,10,0,11.42,785,275,116,148,27,71,179,45,155,69,27,22,5094.13,7266.59,8391.43,2688,"Ssr","sandy clay loam",0,0,-0.29,6.61,3.92,-1.93,891.29
"214","GFYA5",383,14,89.704879,0.00515081,100,0,0,9.58,786,275,116,148,27,71,178,45,155,69,27,22,4538.7,6909.06,8389.68,2688,"Ssr","sandy clay",0,0,-0.36,6.12,3.9,-2.23,892.07
"215","GFYA6",395,15,96.668853,-0.116130815,100,45,0,9.69,790,276,117,148,27,70,178,45,155,69,27,22,4019.66,6558.9,8480.87,2688,"Ssr","sandy clay",0,0,-0.85,6.55,2.3,-5.54,866.15
"216","GZER1",332,60,40.274326,0.762958077,15,95,0,7.45,666,235,99,158,24,72,187,44,160,63,24,16.29,193.78,284.7,1904.09,2598,"Qrcp","loamy sand",1,0,-0.62,4.54,3.87,-2.81,797.36
"217","GZER2",302,58,38.567157,0.781877963,20,85,0,7.74,661,233,99,158,24,73,188,44,160,63,24,16,215.38,291.22,1795.71,2598,"Qrcp","loamy sand",1,0,-0.62,4.54,3.87,-2.81,797.36
"218","GZER3",261,31,38.349269,0.784243129,10,95,0,9.09,631,222,95,158,26,75,190,44,161,61,26,15,218.14,292.06,1781.8,2598,"Qrcp","loamy sand",1,0,-0.61,3.09,4.06,-1.9,752.08
"219","GZER4",252,27,26.095195,0.898064467,20,95,0,10.18,610,214,93,158,27,77,192,44,161,60.36,26.31,15,548.92,430.8,1000.02,2598,"Qrcp","loamy sand",1,0,-0.56,2.23,3.79,-1.24,711.77
"220","GZER5",249,27,29.577161,0.869691753,15,90,0,11.37,607,212,92,158,27,77,192,44,162,60.65,26.35,15,431.72,369.28,1202.93,2598,"Qrcp","loamy sand",1,0,-0.34,0.63,2.98,-0.22,637.76
"221","GZER6",240,23,21.858221,0.928107983,10,85,0,9.98,612,214,93,158,26,77,192,44,161,60,26.39,15,688.77,525.2,793.46,2598,"Qrcp","loamy sand",1,0,-0.35,0.65,2.65,-0.22,621.07
"222","GZER7",246,44,30.509561,0.861544455,100,20,0,8.92,622,218,94,158,26,76,191,44,161,60.57,26,15,167.31,234.62,1200.24,2598,"Qrcp","loamy sand",1,0,-0.27,0.6,2.48,-0.16,625.4
"223","GZER8",267,58,33.259391,0.836196277,100,10,0,7.46,630,221,95,158,26,75,190,44,161,61,26,15,319.18,322.77,1448.97,2598,"Qrcp","loamy sand",1,0,-0.16,0.78,2.61,-0.12,650.17
"224","GZER9",272,40,85.318969,0.081608546,15,15,0,7.37,614,215,93,158,27,77,192,44,161,60.52,26.48,15,593.22,830.5,4721.45,2598,"Qrcp","loamy sand",1,0,-0.03,1.25,2.99,-0.04,685.25
"225","GZER10",256,27,122.655349,-0.539584361,100,10,0,8.2,602,210,92,158,27,78,193,44,162,60,27,15,1974.35,2133.26,5815.87,2598,"Qrcp","loamy sand",1,0,-0.04,2.76,3.51,-0.11,725.1
"226","GZER11",246,6,96.411285,-0.111664663,100,10,1.69,12.17,595,207,91,158,27,78,193,44,162,59,27,15,1388.31,2758.9,6564.05,2598,"Qrcp","loamy sand",1,0,-0.16,4.61,3.52,-0.74,740.14
"227","GZER12",252,7,74.066146,0.274527429,100,0,0,8.82,598,209,91,158,27,78,193,44,162,59,27,15,1626.6,2721.1,5747,2598,"Qrcp","loamy sand",1,0,-0.31,4.38,3.28,-1.38,762.35
"228","GTIP1",333,6,178.313613,-0.99956688,100,10,0.61,9.74,728,248,112,144,30,74,179,45,156,67,30,21,1323.21,1683.47,4449.93,2688,"Ssr","sandy clay loam",0,0,0.08,4.05,4.77,0.32,987.03
"229","GTIP2",352,22,104.795761,-0.255374227,100,10,0,10.69,745,253,114,144,29,73,178,45,155,68,29,21.89,3423.71,6091.18,8446.49,2688,"Ssr","sandy loam",1,0,-0.2,-2.75,3.57,0.55,872.7
"230","GTIP3",348,22,98.314964,-0.144614632,100,10,0,7.38,743,253,114,144,29,73,178,45,155,68,29,21.13,3899.53,6474.44,8487.56,2688,"Ssr","sandy loam",1,0,-0.2,-2.75,3.57,0.55,872.7
"231","GTIP4",340,13,96.859268,-0.11943105,100,15,0.54,12.09,740,252,113,144,29,73,178,45,156,68,29,21,4004.79,6549.46,8482.09,2688,"Ssr","sandy clay",0,0,0.66,0.54,2.74,0.36,906.93
"232","GTIP5",338,6,137.302062,-0.734939001,100,5,0.72,8.68,733,249,112,144,29,74,179,45,156,67.05,29,21,1521.57,3597.07,6796.82,2688,"Ssr","sandy loam",1,0,0.97,3.33,2.3,3.22,949.77
