"","IDENT","elev","PerSlope","aspect","Northness","Sdclass","Rockiness","VallyBotFlat","topowet","PPTann","pptColdQtr","pptWarmQtr","cvTemp","TempColdMin","TempColdMean","TempWarmMean","cvRad","annMeanRad","miAnnMean","miColdQtr","miWarmQtr","T0","T1","T2","GeolID","GeolClass","SOIL","Sandiness","Loaminess","K","Thor","Uran","THtoK","TotalC"
"233","GTIP6",336,5,147.74887,-0.845717297,100,5,0,9.05,732,249,112,144,30,74,179,45,156,67,30,21,1395.17,2963.49,6103.63,2688,"Ssr","sandy loam",1,0,0.66,4.24,3.45,2.79,983.04
"234","GTIP7",336,5,147.74887,-0.845717297,100,0,0,9.2,731,249,112,144,30,74,179,45,156,67,30,21,1395.17,2963.49,6103.63,2688,"Ssr","sandy loam",1,0,0.66,4.24,3.45,2.79,983.04
"235","GTIP8",336,4,147.733215,-0.845571461,100,0,0,9.2,731,248,112,144,30,74,179,45,156,67,30,21,1395.14,2964.48,6105.01,2688,"Ssr","sandy loam",1,0,0.66,4.24,3.45,2.79,983.04
"236","GTIP9",335,3,81.535011,0.147205038,100,0,0,10.18,730,248,112,144,30,74,179,45,156,67,30,21,5293.45,7399.92,8371.14,2688,"Ssr","sandy clay loam",0,0,0.01,3.29,5.04,0.04,996.87
"237","GTIP10",334,3,76.158973,0.239228783,100,0,0,10.91,730,248,112,144,30,74,179,45,156,67,30,21,5788.8,7668.25,8264.43,2688,"Ssr","sandy clay loam",0,0,0.01,3.29,5.04,0.04,996.87
"238","GTIP11",333,3,63.901519,0.439915362,100,0,2.55,9.39,730,248,112,144,30,74,179,45,156,67,30,21,6855.95,8083.64,7753.57,2688,"Ssr","sandy clay loam",0,0,-0.47,1.79,5.58,-0.84,969.55
"239","GTIP12",332,3,71.148033,0.323124169,100,0,2.71,10.08,729,248,112,144,30,74,179,45,156,67,30,21,6234.11,7862.45,8099.07,2688,"Ssr","sandy clay loam",0,0,-0.64,2.53,4.69,-1.61,918.53
"240","GTIP13",331,2,89.652122,0.006071579,100,0,3.94,22.43,728,247,112,144,30,74,179,45,156,67,30,21,4545.11,6915.76,8394.62,2688,"Ssr","sandy clay loam",0,0,-0.69,3.48,3.45,-2.42,859.79
"241","GTIP14",330,2,176.818115,-0.998458363,100,0,3.95,16.62,727,247,111,144,30,74,180,45,156,67,30,21,1337.04,1711.94,4488.75,2688,"Ssr","sandy loam",1,0,-0.77,3.55,2.88,-2.75,818.27
"242","GABC1",408,3,153.622055,-0.895882848,100,0,2.89,10.77,780,269,118,146,27,70,176,45,155,69,27,23,1369.71,2570.65,5584.86,3921,"Qrcp","silt loam",0,1,0.09,0.72,5.73,0.06,992.26
"243","GABC2",408,3,128.501693,-0.622537761,100,0,2.78,15.3,781,269,118,146,27,70,176,45,155,69,27,23,1877.52,4265.56,7392.74,3921,"Qrcp","sandy clay loam",0,0,-0.4,0.93,5.47,-0.37,993.75
"244","GABC3",408,2,131.271163,-0.659623473,100,0,2.91,10.76,780,269,118,146,27,70,176,45,155,69,27,23,1728.77,4033.37,7189.71,3921,"Qrcp","sandy clay loam",0,0,-0.35,1.97,4.35,-0.69,971.84
"245","GABC4",408,2,132.030059,-0.669520389,100,0,2.72,11.71,780,269,118,146,27,70,176,45,155,69,27,23,1687.35,3969.77,7131.32,3921,"Qrcp","sandy clay loam",0,0,-0.52,2.65,4.4,-1.38,969.42
"246","THAK2",874,45,13.898297,0.970723621,5,95,0,6.8,1120,390,161,147,10,43,148,46,147,81,10,45,1930.42,2830.68,1398.16,3606,"Ssr","sandy loam",1,0,-0.13,0.77,1.48,-0.1,712.91
"247","THAK3",864,29,7.310376,0.991871416,20,90,0,9.06,1123,391,161,147,10,42,148,46,147,81,10,45.52,2886.22,3411.14,1626.61,3606,"Ssr","sandy loam",1,0,-0.13,0.77,1.48,-0.1,712.91
"248","THAK4",855,23,342.830963,0.955438025,20,95,0,9.87,1110,387,160,147,11,43,149,46,148,80,11,44.61,2835.54,3550.41,2114.04,3606,"Ssr","sandy loam",1,0,-0.13,0.59,1.33,-0.08,714.73
"249","THAK5",858,29,354.039672,0.994594033,5,85,0,7.52,1113,388,160,147,10,43,149,46,148,80.98,10.02,45,2441.5,3088.77,1450.02,3606,"Ssr","sandy loam",1,0,-0.15,0.73,1.17,-0.11,707.04
"250","THAK6",858,29,354.039672,0.994594033,10,50,0,7.52,1113,388,160,147,10,43,149,46,148,80.98,10.02,45,2441.5,3088.77,1450.02,3606,"Ssr","sandy loam",1,0,-0.15,0.73,1.17,-0.11,707.04
"251","THAK7",858,29,354.039672,0.994594033,5,45,0,7.52,1113,388,160,147,10,43,149,46,148,80.98,10.02,45,2441.5,3088.77,1450.02,3606,"Ssr","sandy loam",1,0,-0.15,0.73,1.17,-0.11,707.04
"252","THAK8",893,43,6.107011,0.994324934,10,70,0,6.7,1153,402,166,147,9,40,146,46,147,82,9,47.65,3538.36,3436.41,1566.64,3606,"Ssr","sandy loam",1,0,-0.2,0,1.92,0,717.35
"253","FORT1A",752,54,40.057319,0.765401012,5,95,0,8.57,1041,362,150,146,14,49,154,46,149,78.62,13.76,40.12,4244.84,5586.41,4730.74,3606,"Ssr","sandy loam",1,0,-0.15,-0.53,2,0.08,654.53
"254","FORT2",742,43,87.643302,0.041120542,10,95,0,11.55,1037,361,150,146,14,49,154,46,149,78,14,39,4735.93,7041.6,8400.03,3606,"Ssr","sandy loam",1,0,-0.16,-0.67,1.3,0.1,627.95
"255","FORT3",765,71,106.551147,-0.284871154,5,95,0,5.41,1031,358,149,146,14,49,155,46,149,78,14,39.09,3122.86,5792.46,8331.04,3606,"Ssr","sandy loam",1,0,-0.16,-0.67,1.3,0.1,627.95
"256","STAP1",765,60,106.551147,-0.284871154,5,95,0,5.41,1031,358,149,146,14,49,155,46,149,78,14,39.09,3122.86,5792.46,8331.04,3606,"Ssr","sandy loam",1,0,-0.16,-0.67,1.3,0.1,627.95
"257","STAP2",365,17,28.429283,0.879405374,5,95,0.66,13.65,696,247,103,158,23,71,185,45,159,64.43,23,17.43,2918.81,4237.45,3191.55,2688,"Ssr","sandy loam",1,0,-0.43,19,3.79,-8.17,1156.64
"258","STAP3",377,43,29.327627,0.8718332,25,10,0,11.11,720,256,106,158,22,69,183,45,159,65.04,22,18,3441.62,4543.58,3392.76,2688,"Ssr","sandy loam",1,0,-0.39,21.69,4.42,-8.48,1218.76
"259","STAP4",434,20,333.280456,0.89321807,15,85,0,7.47,733,260,108,158,22,68,182,45,158,66,22,19,3477.34,4557.48,3172.17,2688,"Ssr","sandy clay",0,0,-0.34,15.45,4.1,-5.28,1096.47
"260","STAP5",441,20,43.322086,0.727508339,70,10,0,7.98,740,263,108,158,21,67,181,45,158,66.13,21,19,1834.12,2237.5,3391.64,2688,"Ssr","sandy clay",0,0,-0.25,11.51,4.01,-2.86,994.85
"261","STAP6",441,20,43.322086,0.727508339,25,50,0,7.98,740,263,108,158,21,67,181,45,158,66.13,21,19,1834.12,2237.5,3391.64,2688,"Ssr","sandy loam",1,0,-0.25,11.51,4.01,-2.86,994.85
"262","STAP7",472,33,130.117782,-0.644360995,15,95,0,6.7,739,262,108,158,21,67,182,45,158,66,21.42,19,9.79,40.46,115.84,2688,"Ssr","sandy clay",0,0,-0.12,6.79,3.66,-0.81,824.95
"263","STAP8",478,47,91.156044,-0.020175405,10,80,0,6.16,752,267,110,158,21,66,180,45,158,66.7,21,19,553.2,707.32,3327.19,2688,"Ssr","sandy clay",0,0,-0.16,9.61,4.02,-1.57,938.37
"264","STAP9",480,20,246.50209,-0.398715617,15,95,0,6.57,722,256,106,158,22,69,183,45,159,65.94,22,18.37,2425.83,5002.21,7578.5,2688,"Ssr","sandy clay",0,0,-0.24,10.9,4.24,-2.62,992.95
"265","STAP10",482,62,263.279418,-0.1170275,15,90,0,5.77,718,255,106,158,22,69,183,45,159,65.43,21.79,18.43,3407.5,6141.62,8063.34,2688,"Ssr","sandy loam",1,0,-0.3,11.57,4.3,-3.47,1009.03
"266","STAP11",459,30,24.698657,0.908517972,15,90,0,6.83,740,262,108,158,21,67,181,45,158,66,21.33,18.67,114.83,98.45,81.42,2688,"Ssr","sandy loam",1,0,-0.28,16.03,3.49,-4.48,1154.6
"267","STAP12",388,62,240.043685,-0.499339556,25,10,0,5.53,649,229,97,158,25,74,189,44,160,62.07,25,16,919.67,3690.05,6972,2688,"Ssr","sandy loam",1,0,-0.26,17.57,4.6,-4.63,1097.44
"268","STAP13",388,45,240.043685,-0.499339556,100,0,0,5.53,649,229,97,158,25,74,189,44,160,62.07,25,16,919.67,3690.05,6972,2688,"Ssr","sandy clay",0,0,-0.26,17.57,4.6,-4.63,1097.44
"269","STAP14",388,43,240.043685,-0.499339556,100,5,0,5.53,649,229,97,158,25,74,189,44,160,62.07,25,16,919.67,3690.05,6972,2688,"Ssr","sandy clay",0,0,-0.26,17.57,4.6,-4.63,1097.44
"270","STAP15",369,60,192.508621,-0.97626343,10,40,0,6.66,647,228,97,158,25,75,189,44,161,62,25.04,16,481.03,796.57,2890.92,2688,"Ssr","loamy sand",1,0,-0.56,11.56,4.94,-6.47,964.05
"271","COPR1",341,14,359.193023,0.999900816,100,0,0,10.46,689,245,101,157,25,73,187,45,159,64,25,17,10877.23,7999.01,3609.11,2688,"Ssr","sandy loam",1,0,-0.04,-0.16,2.41,0.01,663.82
"272","COPR2",342,7,345.383209,0.967635258,100,0,0.6,11.23,689,246,101,157,25,73,187,45,159,64,25,17,10655.95,8177.79,4107.89,2688,"Ssr","sandy loam",1,0,-0.08,-0.53,2.56,0.05,657.12
"273","COPR3",344,6,342.044616,0.951296858,100,0,1.5,11.28,691,246,101,157,25,73,187,45,159,64,25,17,10508.79,8216.69,4304.72,2688,"Ssr","sandy clay loam",0,0,-0.07,-0.27,2.66,0.02,654.6
"274","COPR4",342,6,344.352325,0.962938469,100,0,1.48,12.67,689,246,101,157,25,73,187,45,159,64,25,17,10614.33,8188.15,4169.07,2688,"Ssr","sandy clay loam",0,0,-0.09,0.89,2.57,-0.08,659.63
"275","COPR5",340,12,354.161926,0.994813336,100,5,0.61,10.55,689,245,101,157,25,73,187,45,159,64,25,17,10869.43,8061.29,3728.4,2688,"Ssr","sandy clay loam",0,0,-0.11,1.89,2.57,-0.21,667.89
"276","TOWERHL",615,30,356.111846,0.99769832,10,90,0,5.12,937,327,137,150,17,56,164,46,152,75,17,32.02,10882.06,8037.09,3676.65,2688,"Ssr","loamy sand",1,0,0.28,5.51,3.94,1.55,751.57
"277","TOWER2",633,15,337.824981,0.926035236,15,10,0,9.71,926,324,136,150,18,57,165,46,152,74,18,31,10271.01,8254.47,4589.95,2688,"Ssr","loamy sand",1,0,0.05,4.27,5.08,0.22,685.52
"278","GCHINA1",704,54,146.357635,-0.832511831,15,90,0,8.12,969,339,142,150,15,52,161,46,151,76,15,34.9,1404.67,3042.53,6206.47,2688,"Ssr","",1,0,0.95,2.21,1.15,2.1,574.1
"279","GCHINA2",734,9,315.849243,0.717509523,15,95,0,8.41,988,345,144,150,14,51,159,46,151,76.96,14.14,35.96,7399.66,3825.39,1973.36,2688,"Ssr","",1,0,-0.46,3.15,1.05,-1.46,547.47
"280","GCHINA3",725,15,288.498596,0.317281418,10,95,0,9.37,983,343,143,150,15,51,160,46,151,76,15,35,3393.24,2004.88,1886.72,2688,"Ssr","",1,0,-0.75,3.88,0.7,-2.9,554.58
"281","GCHINA4",725,23,223.478408,-0.725633727,5,95,0,9.38,976,341,142,150,15,52,161,46,151,76,15,35,1147.36,1539.64,2472.89,2688,"Ssr","",1,0,-0.75,3.88,0.7,-2.9,554.58
"282","GCHINA5",727,54,128.071975,-0.616650889,20,90,0,6.45,978,342,143,150,15,52,160,46,151,76.25,14.75,35.32,1162.38,3321.35,6811.89,2688,"Ssr","",1,0,0.52,5.68,0.17,2.93,598.96
"283","ROS2",827,33,55.125789,0.571776663,20,90,0,6.57,1137,396,165,151,8,40,148,46,148,80.96,8.04,46.33,829.86,489.65,948.08,2688,"Ssr","",1,0,0.33,10.49,1.31,3.44,613.74
"284","ROS3",789,47,38.408508,0.783601213,15,85,0,6.96,1060,369,155,151,11,45,154,46,149,79.1,10.9,41.62,1369.23,877.78,826.32,2688,"Ssr","",1,0,0.1,5.53,2.41,0.55,550.88
"285","ROS5",756,54,37.368892,0.79474427,30,60,0,8.52,1025,357,150,151,13,48,156,46,150,78,12.62,38.85,6157.98,5076.33,2292.89,2688,"Ssr","",1,0,0.12,5.97,2.35,0.74,545.43
"286","ROS8",873,49,14.335313,0.968863315,25,80,0,6.2,1081,377,157,151,10,43,152,46,149,80,10,43,263.32,351.39,191.03,2688,"Ssr","",1,0,0.2,5.13,1.52,1.03,542.11
"287","ROS10",702,24,319.159667,0.756534897,70,20,0,7.45,964,337,141,151,16,53,162,46,151,76,16,34,8172.33,7901.3,5946.9,2688,"Ssr","",1,0,0.23,3.44,3.7,0.78,581.32
"288","A1",394,22,90.801399,-0.013986595,100,0,0,9,766,247,122,136,29,71,169,45,153,70.87,29,25,2960.71,1569.88,728.37,2688,"Ssr","",1,0,-0.13,1.47,2.74,-0.18,787.69
"289","A2",394,24,82.235557,0.135100701,25,40,0,8.71,766,247,122,136,29,71,169,45,153,70.98,29,25.67,3725.2,1975.9,926.78,2688,"Ssr","",1,0,0.25,1.29,2.96,0.32,797.98
"290","A3",402,15,113.435195,-0.397711564,70,10,0,13.23,770,249,122,136,29,70,169,45,153,71,29,26,1803.08,1470.23,810.15,2688,"Ssr","",1,0,-0.08,1.53,2.81,-0.12,764.54
"291","A4",428,34,149.186309,-0.858837518,100,10,0,9.95,787,255,124,136,28,69,168,45,153,71.34,28,27,353.08,487.6,551.01,2688,"Ssr","",1,0,0.21,0.59,3.92,0.13,730.46
"292","A5",428,34,149.186309,-0.858837518,100,10,0,9.95,787,255,124,136,28,69,168,45,153,71.34,28,27,353.08,487.6,551.01,2688,"Ssr","",1,0,0.21,0.59,3.92,0.13,730.46
"293","B1",428,34,149.186309,-0.858837518,25,10,0,9.95,787,255,124,136,28,69,168,45,153,71.34,28,27,353.08,487.6,551.01,2688,"Ssr","",1,0,0.21,0.59,3.92,0.13,730.46
"294","B2",383,14,301.614929,0.524207814,100,5,0,8.86,748,241,119,136,30,72,171,45,154,70,30,24,7137.81,6429.38,5507.2,2688,"Ssr","",1,0,0.07,1.52,2.07,0.11,680.55
"295","B3",371,15,281.314117,0.19618775,100,0,0,9.65,737,237,118,136,30,73,172,45,154,69,30,23.99,5364.52,5616.29,6195.48,2688,"Ssr","",1,0,0.09,2.34,2.06,0.21,687.47
"296","B4",348,11,253.992141,-0.275769205,100,0,0,12.36,720,231,116,136,31,74,173,45,155,68,31,23,3271.95,5929.69,7384.46,2688,"Ssr","",1,0,0.4,1.95,3.45,0.77,700.68
"297","B5",343,18,209.819992,-0.867591993,100,5,0,8.78,717,230,115,136,31,74,173,45,155,68,31,22.09,1370.83,2777.76,5379.38,2688,"Ssr","",1,0,0.35,3.17,3.18,1.12,701.09
"298","C1",274,6,157.878036,-0.926384339,100,0,0.61,12.31,671,216,108,138,33,78,179,45,156,66,33,20,758.5,1557.57,3245.26,2688,"Ssr","loamy sand",1,0,-0.53,-0.69,3.79,0.36,727.77
"299","C2",277,5,158.354934,-0.92948665,100,0,1.56,11.66,673,217,109,138,33,78,178,45,156,66,33,20,759.96,1536.8,3225.73,2688,"Ssr","loamy sand",1,0,-0.33,-0.24,4.68,0.08,775.61
"300","C3",280,4,156.781204,-0.919006056,100,0,1.49,9.46,675,218,109,138,33,78,178,45,156,66,33,20,877.95,1770.64,3483.7,2688,"Ssr","loamy sand",1,0,-1.49,-3.28,4.22,4.89,828.41
"301","C4",285,8,152.707214,-0.888674973,100,0,0.58,11.02,679,219,109,138,33,77,178,45,156,66,32.73,20,858.22,1969.74,3679.67,2688,"Ssr","loamy sand",1,0,-1.36,-0.09,3.5,0.12,780.44
"302","C5",295,12,170.348007,-0.985844297,100,0,0,8.19,685,221,110,138,32,77,178,45,156,66,32,20,910.44,1278.83,3112.92,2688,"Ssr","loamy sand",1,0,-0.36,-0.96,5.4,0.34,772.38
"303","D1",366,28,81.060401,0.155393161,5,90,0,7.3,745,247,117,142,29,72,175,45,155,69,29,23,5337.74,7424.01,8361.73,2688,"Ssr","",1,0,0.37,-0.15,6.2,-0.06,1204.45
"304","D2",366,52,182.507858,-0.99904223,10,80,0,8.08,727,241,114,141,30,73,176,45,155,68,30,22,1270.54,1619.27,4373.5,2688,"Ssr","",1,0,-0.35,0.18,2.62,-0.06,1065.97
"305","D3",363,36,94.185302,-0.072982355,100,0,0,8.02,742,246,116,141,29,72,175,45,155,68.95,29,22.77,4209.86,6690.14,8456.99,2688,"Ssr","",1,0,-0.25,-1.54,3.56,0.38,1156.67
"306","D3-5",315,10,114.448524,-0.413875543,70,10,0.89,14.86,703,232,111,141,31,75,178,45,156,67,31,21,2756.38,5424.57,8186.17,2688,"Ssr","",1,0,-0.61,5.55,2.92,-3.39,1181.91
"307","D4",315,10,114.448524,-0.413875543,100,0,0.89,14.86,703,232,111,141,31,75,178,45,156,67,31,21,2756.38,5424.57,8186.17,2688,"Ssr","",0,0,-0.61,5.55,2.92,-3.39,1181.91
"308","D5",315,10,114.448524,-0.413875543,100,0,0.89,14.86,703,232,111,141,31,75,178,45,156,67,31,21,2756.38,5424.57,8186.17,2688,"Ssr","",0,0,-0.61,5.55,2.92,-3.39,1181.91
"309","E1",482,47,91.850959,-0.03229971,15,85,0,8.36,845,287,128,145,23,63,168,46,153,72.66,23.34,27.66,4381.5,6805.48,8420.5,2688,"Ssr","",1,0,0.25,1.82,4.78,0.46,714.61
"310","E2",481,47,92.563949,-0.044734418,15,85,0,7.67,845,287,128,145,23,63,168,46,153,72.66,23.34,27.66,4329.83,6771.42,8432.92,2688,"Ssr","",1,0,0.25,1.82,4.78,0.46,714.61
"311","E3",493,61,101.643959,-0.201829421,15,85,0,7.81,851,289,129,145,23,63,168,46,153,72.83,23.09,27.91,3660.89,6287.47,8479.79,2688,"Ssr","",1,0,0.16,0.62,4.29,0.1,685.28
"312","E4",481,63,95.72071,-0.099679414,10,80,0,7.9,834,283,127,145,24,64,169,45,153,72,23.69,27.31,4093.07,6608.09,8473.35,2688,"Ssr","",1,0,0.16,0.62,4.29,0.1,685.28
"313","E5",491,59,115.828033,-0.435671545,100,0,0,6.4,845,287,128,145,23,63,168,46,153,72.49,23.14,27.86,2666.07,5319.44,8129.06,2688,"Ssr","",1,0,0.16,0.62,4.29,0.1,685.28
"314","E63",503,37,113.132827,-0.392864054,100,0,0,7.15,845,287,128,145,23,63,168,46,153,72.82,23,28.03,2840.64,5521.09,8234.92,2688,"Ssr","",1,0,0.2,0.03,3.71,0.01,649.49
"315","E7",503,47,102.130981,-0.21014724,100,0,0,6.98,844,287,128,145,23,63,168,46,153,72.66,23,28,3624.93,6258.34,8476.28,2688,"Ssr","",1,0,0.24,0.27,3.07,0.07,632.66
"316","E8",520,35,190.328033,-0.983797438,100,0,0,7.11,827,281,126,145,24,65,170,45,153,72,24,26.67,1383.56,1896.69,4713.42,2688,"Ssr","",1,0,0.35,1.07,2.78,0.37,621.73
"317","F1",363,29,258.789337,-0.194416908,100,0,0,6.98,747,255,113,145,29,73,179,45,155,68,29,21,3632.89,6238.07,8392.57,2688,"Ssr","",1,0,-0.49,1.01,4.94,-0.5,910.05
"318","F2",352,19,250.422744,-0.335077586,100,0,0,7.3,744,254,113,145,29,74,179,45,156,68,29,21,3028.35,5687,8245.81,2688,"Ssr","",1,0,-0.55,0.23,5.88,-0.13,955.63
"319","F3",350,10,303.790252,0.556154228,100,0,0,7.93,745,255,113,145,29,73,179,45,155,68,29,21,7469.99,8193.35,7247.61,2688,"Ssr","",1,0,-0.31,-0.65,6.54,0.2,950.46
"320","F4",349,13,302.27832,0.534032475,100,0,0,8.13,744,254,113,145,29,74,179,45,156,68,29,21,7347.63,8172.25,7348.97,2688,"Ssr","",1,0,-0.24,-1.21,7.08,0.29,935.24
"321","F5",347,16,259.324798,-0.185241317,100,0,0,9.5,741,253,113,145,29,74,179,45,156,68,29.16,21,3671.8,6270.06,8396.5,2688,"Ssr","",1,0,-0.67,0.84,7.34,-0.56,920.76
"322","G1",347,16,259.324798,-0.185241317,100,0,0,9.5,741,253,113,145,29,74,179,45,156,68,29.16,21,3671.8,6270.06,8396.5,2688,"Ssr","",1,0,-0.67,0.84,7.34,-0.56,920.76
"323","G2",299,18,281.886047,0.205965887,100,0,0,8.25,724,250,109,145,31,77,182,45,156,66,31,19,5612.71,7576.2,8307.94,3417,"Qrcp","",1,0,0.19,1.88,5.49,0.35,934.22
"324","G3",300,19,273.170776,0.055312238,100,0,0,10.99,727,251,109,145,31,77,182,45,156,66.71,31,20,4814.29,7091.71,8397.17,3417,"Qrcp","",1,0,-0.04,0.43,6.65,-0.02,890.9
"325","G4",303,15,266.137146,-0.067368458,100,0,0,10.71,727,251,109,145,31,76,182,45,156,66.91,31,20,4233.92,6706.98,8457.05,3417,"Qrcp","",1,0,-0.24,0.85,6.32,-0.2,871.3
"326","G5",295,9,255.967147,-0.242478217,100,0,0,10.77,725,250,109,145,31,77,182,45,156,66,31,19.6,3485.49,6140.78,8457.44,3417,"Qrcp","",1,0,-0.3,3.18,4.61,-0.95,840.41
"327","H1",294,12,267.692199,-0.040267836,100,5,0,11.96,724,250,108,145,31,77,183,45,156,66,31,19,4346.28,6784.17,8433.62,3417,"Qrcp","",1,0,0.37,0.36,5.14,0.13,958.72
"328","H2",319,13,247.982925,-0.374882891,100,5,0.54,9.24,747,260,110,146,30,76,182,45,156,67,30,20,2860.29,5189.76,8073.05,2688,"Ssr","",1,0,0.81,2.79,5.03,2.25,1043.64
"329","H3",318,13,298.19461,0.472467856,100,5,0,11,749,262,111,146,30,75,182,45,156,67,30,20,6898.71,7345.19,7242.53,2688,"Ssr","",1,0,0.23,2.26,2.81,0.51,992.79
"330","H4",313,16,303.778442,0.555982912,100,5,0,12.9,749,262,111,146,30,75,182,45,156,67,30,20,7482.63,8210.43,7269.33,2688,"Ssr","",1,0,0.17,2.15,3.52,0.36,973.81
"331","H5",307,16,329.734497,0.863699163,100,5,0,8.26,747,261,110,146,30,76,182,45,156,67,30,20,9661.94,8310.37,5233.35,2688,"Ssr","",1,0,0.1,0.15,6.62,0.01,898.2
"332","I1",348,45,219.606231,-0.770443917,100,0,0,7.28,783,280,112,148,29,75,182,46,155,68,29.03,20.25,1450.78,3220.02,6460.1,2688,"Ssr","",1,0,-0.66,4.95,4.03,-3.24,848.52
"333","I2",343,30,234.06398,-0.586881488,100,0,0,11.45,787,281,112,148,29,75,182,46,155,68,29,20,2008.74,4170.18,7320.07,2688,"Ssr","",0,0,-0.3,1.31,5.3,-0.4,838.87
"334","I3",333,49,306.820129,0.599304872,100,0,0,6.78,781,280,111,148,30,76,183,46,156,67.49,29.51,20,7656.72,7563.67,6493.1,2688,"Ssr","",1,0,-0.12,1.44,5.27,-0.17,840.67
"335","I4",333,49,306.820129,0.599304872,100,0,0,6.78,781,280,111,148,30,76,183,46,156,67.49,29.51,20,7656.72,7563.67,6493.1,2688,"Ssr","",1,0,-0.12,1.44,5.27,-0.17,840.67
"336","I5",333,49,306.820129,0.599304872,100,0,0,6.78,781,280,111,148,30,76,183,46,156,67.49,29.51,20,7656.72,7563.67,6493.1,2688,"Ssr","",1,0,-0.12,1.44,5.27,-0.17,840.67
"337","J1",262,13,18.194391,0.950002623,100,0,0,11.68,777,284,108,149,30,78,186,46,156,66,30,19,10496.37,8219.04,4321.04,2688,"Ssr","",1,0,-0.65,5.21,3.13,-3.4,933.16
"338","J2",262,13,18.194391,0.950002623,100,0,0,11.68,777,284,108,149,30,78,186,46,156,66,30,19,10496.37,8219.04,4321.04,2688,"Ssr","",1,0,-0.65,5.21,3.13,-3.4,933.16
"339","J3",266,15,21.90842,0.927781431,100,0,0,11.55,778,284,108,149,30,78,186,46,156,67,30,19,10287.73,8251.82,4571.28,2688,"Ssr","",1,0,-0.65,5.21,3.13,-3.4,933.16
"340","J4",272,14,19.248634,0.94409688,100,0,0,11.69,783,286,108,149,30,77,186,46,156,67,30,19,10441.56,8231.8,4382.67,2688,"Ssr","",1,0,-0.54,0.09,2.66,-0.05,926.43
"341","J5",281,15,21.348426,0.931383877,100,0,0,11.56,787,287,109,149,30,77,185,46,156,67,30,19,10321.98,8249.09,4530.99,2688,"Ssr","",1,0,-0.1,-1.51,3.7,0.15,920.84
"342","K1",519,30,218.313705,-0.784628099,100,0,0,6.34,855,306,122,151,23,65,175,46,154,71,22.39,24.2,1347.31,3202.64,5806.09,2688,"Ssr","",1,0,-0.06,-1.78,5.11,0.11,860.62
"343","K2",519,30,218.313705,-0.784628099,100,0,0,6.34,855,306,122,151,23,65,175,46,154,71,22.39,24.2,1347.31,3202.64,5806.09,2688,"Ssr","",1,0,-0.06,-1.78,5.11,0.11,860.62
"344","K3",546,20,205.88095,-0.899702959,100,0,0,7.72,861,307,123,151,22,64,174,46,154,71,22.28,24.72,1320.94,2481.04,5026.05,2688,"Ssr","",1,0,0.33,3.9,3.84,1.27,878.04
"345","K4",546,20,205.88095,-0.899702959,100,0,0,7.72,861,307,123,151,22,64,174,46,154,71,22.28,24.72,1320.94,2481.04,5026.05,2688,"Ssr","",1,0,0.33,3.9,3.84,1.27,878.04
"346","K5",546,20,205.88095,-0.899702959,100,0,0,7.72,861,307,123,151,22,64,174,46,154,71,22.28,24.72,1320.94,2481.04,5026.05,2688,"Ssr","",1,0,0.33,3.9,3.84,1.27,878.04
"347","L1",586,33,43.429065,0.726226032,100,0,0,6.62,902,316,131,148,20,60,167,46,152,73,20,29,8487.46,8238.43,6235.5,3606,"Ssr","",1,0,-0.1,0.39,2.97,-0.04,696.29
"348","BARK1",475,36,298.977874,0.484471831,5,95,0,6.87,841,301,120,151,24,67,177,46,155,70,24,23.85,6724.56,7879.55,7436.17,2688,"Ssr","",1,0,0.28,2.21,2.19,0.62,572.85
"349","BARK2",510,8,298.415802,0.475866795,10,90,0,10.75,857,304,124,151,22,64,174,46,154,71,22,25,6868.91,7983.1,7545.17,2688,"Ssr","",1,0,0.26,2.89,2.46,0.75,556.78
"350","BARK3",510,8,298.415802,0.475866795,10,90,0,10.75,857,304,124,151,22,64,174,46,154,71,22,25,6868.91,7983.1,7545.17,2688,"Ssr","",1,0,0.26,2.89,2.46,0.75,556.78
"351","BARK4",445,39,307.534729,0.609242197,5,95,0,8.8,835,300,119,151,25,68,178,46,155,70,24.92,23,7776.47,8231.76,6988.03,2688,"Ssr","",1,0,0.21,1.78,2.81,0.37,592.75
"352","DC1",244,1,358.024566,0.999405699,100,0,4.97,18.09,758,277,105,149,31,79,188,45,157,66,31,18,10889.9,8021.99,3641.66,3417,"Qrcp","sandy clay loam",0,0,-0.32,7.5,0.67,-2.38,890.01
"353","N1",245,6,52.195751,0.612965649,100,0,1.47,9.66,714,249,106,145,32,79,185,45,157,65,32,18,7796.32,8233.08,6968.25,3990,"Dg400","sandy loam",1,0,0.43,3.67,5.95,1.57,1008.29
"354","N2",262,6,61.914661,0.470786145,100,0,1.5,14.38,706,243,107,144,32,78,183,45,157,66,32,19,7020.39,8120.63,7640.92,3990,"Dg400","sandy loam",1,0,0.69,6.29,0.63,4.37,1196.06
"355","DC2",248,2,0.757705,0.999912558,100,0,2.57,11.58,704,244,106,145,32,79,185,45,157,65,32,18,10879.11,8002.58,3614.77,3990,"Dg400","sandy clay loam",0,0,1.1,9.96,4.4,10.96,1137.26
"356","DC3",254,13,70.925041,0.32680488,100,40,0,8.14,726,255,107,145,32,79,185,45,156,66,32,19,6252.73,7869.26,8088,3990,"Dg400","",0,0,1.53,10.8,4.53,16.52,1238.58
